Address,City,County,State,Latitude,Longitude,Population_Total,Median_Income
9830 W Lower Buckeye Rd,Tolleson,Maricopa,AZ,33.423059,-112.269381,4491987.0,1697342.0
1800 E Rio Salado Pkwy,Tempe,Maricopa,AZ,33.430441,-111.905248,4491987.0,1697342.0
995 S Cotton Ln,Goodyear,Maricopa,AZ,33.437407,-112.421869,4491987.0,1697342.0
4515 E Thomas Rd,Phoenix,Maricopa,AZ,33.477388,-111.984509,4491987.0,1697342.0
7409 W Virginia Ave,Phoenix,Maricopa,AZ,33.475425,-112.218617,4491987.0,1697342.0
1515 N Litchfield Rd,Goodyear,Maricopa,AZ,33.462942,-112.355692,4491987.0,1697342.0
2151 N Power Rd,Mesa,Maricopa,AZ,33.453955,-111.682275,4491987.0,1697342.0
1625 E Camelback Rd,Phoenix,Maricopa,AZ,33.507522,-112.046462,4491987.0,1697342.0
5715 N 19th Ave,Phoenix,Maricopa,AZ,33.520769,-112.096798,4491987.0,1697342.0
9000 E Talking Stick Way,Scottsdale,Maricopa,AZ,33.54021,-111.887628,4491987.0,1697342.0
9350 W Northern Ave,Glendale,Maricopa,AZ,33.554179,-112.259787,4491987.0,1697342.0
10404 N 43rd Ave,Glendale,Maricopa,AZ,33.580184,-112.152971,4491987.0,1697342.0
12602 N Paradise Village Pkwy W,Phoenix,Maricopa,AZ,33.600407,-111.989239,4491987.0,1697342.0
16825 E Shea Blvd,Fountain Hills,Maricopa,AZ,33.573929,-111.718355,4491987.0,1697342.0
15444 N Frank Lloyd Wright Blvd,Scottsdale,Maricopa,AZ,33.627292,-111.888293,4491987.0,1697342.0
16806 N 7th St,Phoenix,Maricopa,AZ,33.638654,-112.068832,4491987.0,1697342.0
8055 W Bell Rd,Peoria,Maricopa,AZ,33.636207,-112.22854,4491987.0,1697342.0
13731 W Bell Rd,Surprise,Maricopa,AZ,33.637254,-112.3532,4491987.0,1697342.0
2727 W Agua Fria Fwy,Phoenix,Maricopa,AZ,33.666761,-112.119577,4491987.0,1697342.0
21001 N Tatum Blvd Ste 20,Phoenix,Maricopa,AZ,33.674884,-111.974585,4491987.0,1697342.0
24890 N Lake Pleasant Pkwy,Peoria,Maricopa,AZ,33.709473,-112.27532,4491987.0,1697342.0
4151 E Highway 90,Sierra Vista,Cochise,AZ,31.555778,-110.255764,125458.0,50476.0
32351 N Scottsdale Rd,Scottsdale,Maricopa,AZ,33.779027,-111.923014,4491987.0,1697342.0
1450 S Yuma Palms Pkwy,Yuma,Yuma,AZ,32.704743,-114.60538,207685.0,76903.0
1851 E Highway 69,Prescott,Yavapai,AZ,34.54961,-112.431774,241656.0,108900.0
2295 N Imperial Ave,El Centro,Imperial,CA,32.813328,-115.567642,179319.0,48844.0
1650 S Milton Rd,Flagstaff,Coconino,AZ,35.183837,-111.66001,144643.0,53642.0
9371 Coors Blvd NW,Albuquerque,Bernalillo,NM,35.186039,-106.664262,674357.0,283609.0
2120 Louisiana Blvd NE,Albuquerque,Bernalillo,NM,35.101583,-106.568088,674357.0,283609.0
11120 Lomas Blvd NE,Albuquerque,Bernalillo,NM,35.085529,-106.527855,674357.0,283609.0
4225 Crestview Dr,Rio Rancho,Sandoval,NM,35.252425,-106.65139,151538.0,55741.0
6100 Paseo Del Norte NE,Albuquerque,Bernalillo,NM,35.172748,-106.58154,674357.0,283609.0
8510 Montgomery Blvd NE,Albuquerque,Bernalillo,NM,35.130034,-106.547596,674357.0,283609.0
2541 E Lohman Ave,Las Cruces,Dona Ana,NM,32.317435,-106.744205,,
801 Sunland Park Dr,El Paso,El Paso,TX,31.81844,-106.548296,866275.0,296341.0
4900 E Main St,Farmington,San Juan,NM,36.768639,-108.148215,121178.0,41053.0
6001 W Gateway Blvd,El Paso,El Paso,TX,31.783152,-106.414718,866275.0,296341.0
3550 Zafarano Dr,Santa Fe,Santa Fe,NM,35.639352,-106.012863,155175.0,69348.0
1901 George Dieter Dr,El Paso,El Paso,TX,31.769818,-106.305141,866275.0,296341.0
1874 Joe Battle Blvd,El Paso,El Paso,TX,31.759186,-106.265312,866275.0,296341.0
3699 Hwy 95,Bullhead City,Mohave,AZ,35.051939,-114.592099,217420.0,96899.0
350 W Lake Mead Pkwy,Henderson,Clark,NV,36.038477,-114.994098,2293764.0,847378.0
605 N Stephanie St,Henderson,Clark,NV,36.065059,-115.047712,2293764.0,847378.0
695 S Green Valley Pkwy,Henderson,Clark,NV,36.003399,-115.085183,2293764.0,847378.0
9725 S Eastern Ave,Las Vegas,Clark,NV,36.012118,-115.121798,2293764.0,847378.0
1200 S Nellis Blvd,Las Vegas,Clark,NV,36.15806,-115.060962,2293764.0,847378.0
4001 S Maryland Pkwy,Las Vegas,Clark,NV,36.116541,-115.13886,2293764.0,847378.0
4100 Blue Diamond Rd,Las Vegas,Clark,NV,36.04072,-115.194644,2293764.0,847378.0
7090 N 5th St,North Las Vegas,Clark,NV,36.288669,-115.133095,2293764.0,847378.0
3550 S Rainbow Blvd,Las Vegas,Clark,NV,36.124402,-115.241548,2293764.0,847378.0
275 S River Rd,Saint George,Washington,UT,37.102987,-113.554468,189827.0,66914.0
6371 N Decatur Blvd,Las Vegas,Clark,NV,36.272988,-115.209482,2293764.0,847378.0
3210 N Tenaya Way,Las Vegas,Clark,NV,36.219536,-115.24983,2293764.0,847378.0
8750 W Charleston Blvd,Las Vegas,Clark,NV,36.161086,-115.287134,2293764.0,847378.0
4155 S Grand Canyon Dr,Las Vegas,Clark,NV,36.114471,-115.311127,2293764.0,847378.0
6480 Sky Pointe Dr,Las Vegas,Clark,NV,36.280438,-115.263741,2293764.0,847378.0
78935 US Hwy 111,La Quinta,Riverside,CA,33.708582,-116.289698,2449909.0,762234.0
72549 Highway 111,Palm Desert,Riverside,CA,33.724327,-116.403427,2449909.0,762234.0
67750 E Palm Canyon Dr,Cathedral City,Riverside,CA,33.789552,-116.481456,2449909.0,762234.0
20288 US Highway 18,Apple Valley,San Bernardino,CA,34.527472,-117.217228,2187816.0,668004.0
19201 Bear Valley Rd,Apple Valley,San Bernardino,CA,34.469177,-117.243953,2187816.0,668004.0
12795 Main St,Hesperia,San Bernardino,CA,34.425036,-117.383994,2187816.0,668004.0
2380 Sterling Ave,San Bernardino,San Bernardino,CA,34.138128,-117.24501,2187816.0,668004.0
27320 W Lugonia Ave,Redlands,San Bernardino,CA,34.071916,-117.206907,2187816.0,668004.0
3527 W Florida Ave,Hemet,Riverside,CA,33.745886,-117.008866,2449909.0,762234.0
27100 Eucalyptus Ave,Moreno Valley,Riverside,CA,33.937658,-117.189116,2449909.0,762234.0
499 W Orange Show Rd,San Bernardino,San Bernardino,CA,34.078716,-117.291844,2187816.0,668004.0
2755 Canyon Springs Pkwy,Riverside,Riverside,CA,33.938916,-117.28174,2449909.0,762234.0
15272 Summit Ave,Fontana,San Bernardino,CA,34.152152,-117.472963,2187816.0,668004.0
30340 Haun Rd,Menifee,Riverside,CA,33.680105,-117.172837,2449909.0,762234.0
16964 Slover Ave,Fontana,San Bernardino,CA,34.064981,-117.434569,2187816.0,668004.0
3333 Arlington Ave,Riverside,Riverside,CA,33.947388,-117.382433,2449909.0,762234.0
27818 Clinton Keith Rd,Murrieta,Riverside,CA,33.603888,-117.173596,2449909.0,762234.0
2424 Highway 6 and 50 Ste C,Grand Junction,Mesa,CO,39.09287,-108.601179,157316.0,64559.0
3530 Wolverine Dr,Montrose,Montrose,CO,38.443756,-107.86855,43272.0,17529.0
175 W Center St,Orem,Utah,UT,40.2959,-111.699239,683622.0,195602.0
608 W Main St,American Fork,Utah,UT,40.378504,-111.815253,683622.0,195602.0
29676 Rancho California Rd,Temecula,Riverside,CA,33.506295,-117.146352,2449909.0,762234.0
41040 California Oaks Rd,Murrieta,Riverside,CA,33.565642,-117.203908,2449909.0,762234.0
3520 Tyler St,Riverside,Riverside,CA,33.906912,-117.459627,2449909.0,762234.0
10576 Foothill Blvd,Rancho Cucamonga,San Bernardino,CA,34.108229,-117.573899,2187816.0,668004.0
4200 E 4th St,Ontario,San Bernardino,CA,34.0758,-117.561778,2187816.0,668004.0
18287 Collier Ave,Lake Elsinore,Riverside,CA,33.689146,-117.341996,2449909.0,762234.0
12471 Limonite Ave,Mira Loma,Riverside,CA,33.977914,-117.553818,2449909.0,762234.0
1931 Campus Ave,Upland,San Bernardino,CA,34.133189,-117.641221,2187816.0,668004.0
2615 Tuscanny St,Corona,Riverside,CA,33.826266,-117.516614,2449909.0,762234.0
1290 Hamner Ave,Norco,Riverside,CA,33.900756,-117.564353,2449909.0,762234.0
9052 Central Ave,Montclair,San Bernardino,CA,34.089834,-117.690544,2187816.0,668004.0
5555 Philadelphia St,Chino,San Bernardino,CA,34.032494,-117.682043,2187816.0,668004.0
2462 Foothill Blvd,La Verne,Los Angeles,CA,34.11006,-117.759886,9848406.0,3390254.0
3944 Grand Ave,Chino,San Bernardino,CA,34.001494,-117.718243,2187816.0,668004.0
701 Rio Rancho Road,Pomona,Los Angeles,CA,34.034637,-117.756544,9848406.0,3390254.0
1280 Auto Park Way,Escondido,San Diego,CA,33.113107,-117.099632,3282782.0,1159822.0
280 E Via Rancho Pkwy,Escondido,San Diego,CA,33.069927,-117.065291,3282782.0,1159822.0
888 W Arrow Hwy,San Dimas,Los Angeles,CA,34.104422,-117.823254,9848406.0,3390254.0
1751 University Dr,Vista,San Diego,CA,33.169156,-117.214363,3282782.0,1159822.0
30602 Santa Margarita Pkwy,Rancho Santa Margarita,Orange,CA,33.641838,-117.597587,3164063.0,1074654.0
443 College Blvd,Oceanside,San Diego,CA,33.247039,-117.293228,3282782.0,1159822.0
8148 E Santa Ana Canyon Rd,Anaheim,Orange,CA,33.865805,-117.747645,3164063.0,1074654.0
747 Grand Ave,Diamond Bar,Los Angeles,CA,34.005008,-117.821076,9848406.0,3390254.0
14823 Pomerado Rd,Poway,San Diego,CA,32.980582,-117.060866,3282782.0,1159822.0
38019 47Th St E,Palmdale,Los Angeles,CA,34.574355,-118.047839,9848406.0,3390254.0
3150 Business Park Dr,Vista,San Diego,CA,33.13671,-117.228517,3282782.0,1159822.0
26762 Portola Pkwy,Foothill Ranch,Orange,CA,33.676954,-117.664298,3164063.0,1074654.0
809 N Azusa Ave,Azusa,Los Angeles,CA,34.135589,-117.907781,9848406.0,3390254.0
17170 Camino Del Sur,San Diego,San Diego,CA,33.020167,-117.125633,3282782.0,1159822.0
2831 E Eastland Ctr Dr,West Covina,Los Angeles,CA,34.07412,-117.884696,9848406.0,3390254.0
2255 S El Camino Real,Oceanside,San Diego,CA,33.184026,-117.329697,3282782.0,1159822.0
9846 Mission Gorge Rd,Santee,San Diego,CA,32.841939,-116.983013,3282782.0,1159822.0
25601 Jeronimo Rd,Mission Viejo,Orange,CA,33.623323,-117.681618,3164063.0,1074654.0
2370 S Azusa Ave,West Covina,Los Angeles,CA,34.033547,-117.912146,9848406.0,3390254.0
250 Broadway,El Cajon,San Diego,CA,32.809271,-116.958998,3282782.0,1159822.0
24500 Alicia Pkwy,Mission Viejo,Orange,CA,33.606277,-117.688812,3164063.0,1074654.0
43525 10th St W,Lancaster,Los Angeles,CA,34.673656,-118.149399,9848406.0,3390254.0
1050 Huntington Dr,Duarte,Los Angeles,CA,34.138102,-117.982918,9848406.0,3390254.0
17751 Colima Rd,Rowland Heights,Los Angeles,CA,33.991768,-117.919052,9848406.0,3390254.0
2191 N Tustin St,Orange,Orange,CA,33.824384,-117.834997,3164063.0,1074654.0
855 E Birch St,Brea,Orange,CA,33.918693,-117.886971,3164063.0,1074654.0
1010 N El Camino Real,Encinitas,San Diego,CA,33.06304,-117.264711,3282782.0,1159822.0
990 Avenida Vista Hermosa,San Clemente,Orange,CA,33.463108,-117.606739,3164063.0,1074654.0
13200 Jamboree Rd,Irvine,Orange,CA,33.727436,-117.784915,3164063.0,1074654.0
2920 Yorba Linda Blvd,Fullerton,Orange,CA,33.887729,-117.877297,3164063.0,1074654.0
39440 10th St W,Palmdale,Los Angeles,CA,34.599359,-118.146734,9848406.0,3390254.0
900 Spectrum Center Dr,Irvine,Orange,CA,33.64795,-117.740077,3164063.0,1074654.0
2620 E Chapman Ave,Orange,Orange,CA,33.787208,-117.825177,3164063.0,1074654.0
3100 Baldwin Park Blvd,Baldwin Park,Los Angeles,CA,34.06949,-117.977457,9848406.0,3390254.0
26932 La Paz Rd,Aliso Viejo,Orange,CA,33.570957,-117.705313,3164063.0,1074654.0
2911 Jamacha Rd,El Cajon,San Diego,CA,32.738795,-116.93853,3282782.0,1159822.0
8251 Mira Mesa Blvd,San Diego,San Diego,CA,32.910813,-117.146313,3282782.0,1159822.0
5500 Grossmont Ctr Dr,La Mesa,San Diego,CA,32.779717,-117.012303,3282782.0,1159822.0
1330 E 17th St,Santa Ana,Orange,CA,33.759257,-117.850704,3164063.0,1074654.0
3750 Barranca Pkwy,Irvine,Orange,CA,33.685581,-117.812576,3164063.0,1074654.0
2300 Park Ave,Tustin,Orange,CA,33.69995,-117.828042,3164063.0,1074654.0
1000 W Imperial Hwy,La Habra,Orange,CA,33.916115,-117.956657,3164063.0,1074654.0
200 W Orangethorpe Ave,Fullerton,Orange,CA,33.858511,-117.927687,3164063.0,1074654.0
1441 W 17th St,Santa Ana,Orange,CA,33.761461,-117.887485,3164063.0,1074654.0
1893 W Malvern Ave,Fullerton,Orange,CA,33.87942,-117.961619,3164063.0,1074654.0
3121 E Colorado Blvd,Pasadena,Los Angeles,CA,34.147097,-118.085751,9848406.0,3390254.0
12100 Harbor Blvd,Garden Grove,Orange,CA,33.787031,-117.913614,3164063.0,1074654.0
15614 Whittwood Ln,Whittier,Los Angeles,CA,33.943006,-117.996039,9848406.0,3390254.0
101 S Euclid St,Anaheim,Orange,CA,33.831712,-117.942535,3164063.0,1074654.0
4255 CAMPUS DR STE A150,Irvine,Orange,CA,33.649956,-117.838337,3164063.0,1074654.0
3600 Rosemead Blvd,Rosemead,Los Angeles,CA,34.074952,-118.070068,9848406.0,3390254.0
3424 College Ave,San Diego,San Diego,CA,32.74126,-117.055525,3282782.0,1159822.0
3300 S Bristol St,Santa Ana,Orange,CA,33.702755,-117.886981,3164063.0,1074654.0
8001 Othello Ave,San Diego,San Diego,CA,32.816365,-117.151026,3282782.0,1159822.0
910 Eastlake Pkwy,Chula Vista,San Diego,CA,32.649071,-116.969107,3282782.0,1159822.0
5680 Balboa Ave,San Diego,San Diego,CA,32.822049,-117.179293,3282782.0,1159822.0
7530 Orangethorpe Ave,Buena Park,Orange,CA,33.857675,-118.001071,3164063.0,1074654.0
777 E Colorado Blvd,Pasadena,Los Angeles,CA,34.146769,-118.134738,9848406.0,3390254.0
10621 Carmenita Rd,Santa Fe Springs,Los Angeles,CA,33.937929,-118.047758,9848406.0,3390254.0
13831 Brookhurst St,Garden Grove,Orange,CA,33.761503,-117.955915,3164063.0,1074654.0
3030 Harbor Blvd Ste A,Costa Mesa,Orange,CA,33.682425,-117.917837,3164063.0,1074654.0
8800 Whittier Blvd,Pico Rivera,Los Angeles,CA,34.001125,-118.085999,9848406.0,3390254.0
1288 Camino Del Rio N,San Diego,San Diego,CA,32.767561,-117.150905,3282782.0,1159822.0
2120 W Main St,Alhambra,Los Angeles,CA,34.090945,-118.147496,9848406.0,3390254.0
6835 Katella Ave,Cypress,Orange,CA,33.803731,-118.012902,3164063.0,1074654.0
3030 Grape St,San Diego,San Diego,CA,32.72686,-117.12904,3282782.0,1159822.0
12051 Imperial Hwy,Norwalk,Los Angeles,CA,33.917962,-118.07613,9848406.0,3390254.0
16400 Beach Blvd,Westminster,Orange,CA,33.725383,-117.98629,3164063.0,1074654.0
9882 Adams Ave,Huntington Beach,Orange,CA,33.671499,-117.955653,3164063.0,1074654.0
3060 Plaza Bonita Rd,National City,San Diego,CA,32.6545,-117.06489,3282782.0,1159822.0
20200 Bloomfield Ave,Cerritos,Los Angeles,CA,33.847157,-118.062572,9848406.0,3390254.0
200 Westminster Mall,Westminster,Orange,CA,33.745618,-118.012257,3164063.0,1074654.0
10600 Firestone Blvd,Norwalk,Los Angeles,CA,33.925134,-118.107045,9848406.0,3390254.0
5600 Whittier Blvd,Commerce,Los Angeles,CA,34.018203,-118.1508,9848406.0,3390254.0
3245 Sports Arena Blvd,San Diego,San Diego,CA,32.751897,-117.210247,3282782.0,1159822.0
11525 South St,Cerritos,Los Angeles,CA,33.859295,-118.08794,9848406.0,3390254.0
2626 Colorado Blvd,Los Angeles,Los Angeles,CA,34.141668,-118.224336,9848406.0,3390254.0
4211 Eagle Rock Blvd,Los Angeles,Los Angeles,CA,34.122936,-118.225142,9848406.0,3390254.0
12300 Seal Beach Blvd,Seal Beach,Orange,CA,33.782654,-118.069999,3164063.0,1074654.0
1240 Broadway,Chula Vista,San Diego,CA,32.60458,-117.080426,3282782.0,1159822.0
5700 Firestone Blvd,South Gate,Los Angeles,CA,33.948376,-118.16749,9848406.0,3390254.0
2195 Glendale Galleria,Glendale,Los Angeles,CA,34.143081,-118.259088,9848406.0,3390254.0
5760 E 7TH ST,Long Beach,Los Angeles,CA,33.7744,-118.11967,9848406.0,3390254.0
2270 N Bellflower Blvd,Long Beach,Los Angeles,CA,33.798438,-118.123236,9848406.0,3390254.0
141 Lakewood Center Mall,Lakewood,Los Angeles,CA,33.853038,-118.139819,9848406.0,3390254.0
950 E 33rd St,Signal Hill,Los Angeles,CA,33.816819,-118.182166,9848406.0,3390254.0
6750 Cherry Ave,Long Beach,Los Angeles,CA,33.877571,-118.166633,9848406.0,3390254.0
1621 S Alameda St,Compton,Los Angeles,CA,33.879653,-118.218942,9848406.0,3390254.0
1701 N Gaffey St,San Pedro,Los Angeles,CA,33.760087,-118.293472,9848406.0,3390254.0
20700 S Avalon Blvd,Carson,Los Angeles,CA,33.843169,-118.260619,9848406.0,3390254.0
651 W Sepulveda Blvd,Carson,Los Angeles,CA,33.809239,-118.285654,9848406.0,3390254.0
2169 W Redondo Beach Blvd,Gardena,Los Angeles,CA,33.886675,-118.316079,9848406.0,3390254.0
3433 Sepulveda Blvd,Torrance,Los Angeles,CA,33.826449,-118.345986,9848406.0,3390254.0
2700 W 120th St,Hawthorne,Los Angeles,CA,33.922567,-118.321126,9848406.0,3390254.0
735 S Figueroa St,Los Angeles,Los Angeles,CA,34.048833,-118.261007,9848406.0,3390254.0
1601 Kingsdale Ave,Redondo Beach,Los Angeles,CA,33.869308,-118.357051,9848406.0,3390254.0
3131 S HOOVER ST STE 1910,LOS ANGELES,LOS ANGELES,CA,34.024306,-118.285114,9848406.0,3390254.0
3471 W Century Blvd,Inglewood,Los Angeles,CA,33.948025,-118.332844,9848406.0,3390254.0
620 S Virgil Ave Ste 100,Los Angeles,Los Angeles,CA,34.06264,-118.286131,9848406.0,3390254.0
1200 N Sepulveda Blvd,Manhattan Beach,Los Angeles,CA,33.88892,-118.394828,9848406.0,3390254.0
3535 S La Cienega Blvd,Los Angeles,Los Angeles,CA,34.022698,-118.373287,9848406.0,3390254.0
6000 Sepulveda Blvd,Culver City,Los Angeles,CA,33.9853,-118.394695,9848406.0,3390254.0
"7100 Santa Monica Blvd, STE 201",West Hollywood,Los Angeles,CA,34.090343,-118.344638,9848406.0,3390254.0
10820 Jefferson Blvd,Culver City,Los Angeles,CA,33.999135,-118.394038,9848406.0,3390254.0
8480 Beverly Blvd Ste 1A,Los Angeles,Los Angeles,CA,34.0743,-118.3755,9848406.0,3390254.0
1800 W Empire Ave,Burbank,Los Angeles,CA,34.18962,-118.330331,9848406.0,3390254.0
1033 N Hollywood Way,Burbank,Los Angeles,CA,34.16904,-118.348002,9848406.0,3390254.0
11051 Victory Blvd,North Hollywood,Los Angeles,CA,34.18816,-118.371645,9848406.0,3390254.0
10861 Weyburn Ave,Los Angeles,Los Angeles,CA,34.063027,-118.444199,9848406.0,3390254.0
9725 Laurel Canyon Blvd,Pacoima,Los Angeles,CA,34.245735,-118.419269,9848406.0,3390254.0
5711 Sepulveda Blvd,Van Nuys,Los Angeles,CA,34.175234,-118.466515,9848406.0,3390254.0
14920 Raymer St,Van Nuys,Los Angeles,CA,34.212687,-118.46022,9848406.0,3390254.0
10340 N Sepulveda Blvd,Mission Hills,Los Angeles,CA,34.257728,-118.46666,9848406.0,3390254.0
8999 Balboa Blvd,Northridge,Los Angeles,CA,34.234794,-118.503001,9848406.0,3390254.0
2355 W Kettleman Ln,Lodi,San Joaquin,CA,38.117156,-121.303786,787416.0,241373.0
10424 Trinity Parkway,Stockton,San Joaquin,CA,38.05213,-121.372721,787416.0,241373.0
4707 Pacific Ave,Stockton,San Joaquin,CA,37.991634,-121.314598,787416.0,241373.0
7505 Laguna Blvd,Elk Grove,Sacramento,CA,38.426289,-121.415097,1584047.0,568223.0
8101 Cosumnes River Blvd,Sacramento,Sacramento,CA,38.458625,-121.41386,1584047.0,568223.0
6507 4th Ave,Sacramento,Sacramento,CA,38.549206,-121.426579,1584047.0,568223.0
10881 Olson Dr,Rancho Cordova,Sacramento,CA,38.596053,-121.28568,1584047.0,568223.0
2505 Riverside Blvd,Sacramento,Sacramento,CA,38.562221,-121.49751,1584047.0,568223.0
2005 Town Center Plz,West Sacramento,Yolo,CA,38.549896,-121.536702,217782.0,76640.0
1919 Fulton Ave,Sacramento,Sacramento,CA,38.600567,-121.403401,1584047.0,568223.0
16858 Golden Valley Pkwy,Lathrop,San Joaquin,CA,37.808538,-121.299057,787416.0,241373.0
280 Spreckels Ave,Manteca,San Joaquin,CA,37.795029,-121.197283,787416.0,241373.0
5769 Lone Tree Way,Antioch,Contra Costa,CA,37.963999,-121.737686,1161458.0,411662.0
5001 Madison Ave,Sacramento,Sacramento,CA,38.66161,-121.349226,1584047.0,568223.0
5837 Sunrise Blvd,Citrus Heights,Sacramento,CA,38.673209,-121.274088,1584047.0,568223.0
3601 N Freeway Blvd,Sacramento,Sacramento,CA,38.640887,-121.499327,1584047.0,568223.0
4400 Town Center Blvd,El Dorado Hills,El Dorado,CA,38.650214,-121.06288,192299.0,75719.0
430 Blue Ravine Rd,Folsom,Sacramento,CA,38.671608,-121.153284,1584047.0,568223.0
4601 2nd St,Davis,Yolo,CA,38.554434,-121.69929,217782.0,76640.0
2800 Naglee Rd,Tracy,San Joaquin,CA,37.75779,-121.458451,787416.0,241373.0
4301 Century Blvd,Pittsburg,Contra Costa,CA,38.007704,-121.840624,1161458.0,411662.0
1925 Douglas Blvd,Roseville,Placer,CA,38.745763,-121.254606,412435.0,155422.0
3900 Sisk Rd,Modesto,Stanislaus,CA,37.69382,-121.063121,552250.0,176457.0
3000 Harbison Dr,Vacaville,Solano,CA,38.361305,-121.961849,450824.0,155800.0
2425 Claribel Rd,Riverbank,Stanislaus,CA,37.713358,-120.953282,552250.0,176457.0
10451 Fairway Dr,Roseville,Placer,CA,38.791131,-121.289567,412435.0,155422.0
3405 Mchenry Ave,Modesto,Stanislaus,CA,37.687154,-120.995583,552250.0,176457.0
2185 Bronze Star Dr,Woodland,Yolo,CA,38.672209,-121.725313,217782.0,76640.0
5104 Commons Dr,Rocklin,Placer,CA,38.804951,-121.208694,412435.0,155422.0
2059 Cadenasso Dr,Fairfield,Solano,CA,38.246702,-122.068212,450824.0,155800.0
4300 Las Positas Rd,Livermore,Alameda,CA,37.700855,-121.746435,1651949.0,593117.0
950 Groveland Ln,Lincoln,Placer,CA,38.870468,-121.30378,412435.0,155422.0
560 Contra Costa Blvd,Pleasant Hill,Contra Costa,CA,37.977361,-122.066756,1161458.0,411662.0
2800 Dublin Blvd,Dublin,Alameda,CA,37.703228,-121.853195,1651949.0,593117.0
1871 N Main St,Walnut Creek,Contra Costa,CA,37.905131,-122.064277,1161458.0,411662.0
2610 Bishop Dr,San Ramon,Contra Costa,CA,37.761771,-121.964153,1161458.0,411662.0
7200 Amador Plaza Rd,Dublin,Alameda,CA,37.706588,-121.931028,1651949.0,593117.0
2700 Bell Rd,Auburn,Placer,CA,38.943459,-121.095909,412435.0,155422.0
904 Admiral Callaghan Lane,Vallejo,Solano,CA,38.132407,-122.222603,450824.0,155800.0
3000 Countryside Dr,Turlock,Stanislaus,CA,37.520868,-120.879081,552250.0,176457.0
205 Soscol Ave,Napa,Napa,CA,38.282734,-122.277002,136070.0,49663.0
4000 Bel Aire Plz,Napa,Napa,CA,38.322461,-122.307627,136070.0,49663.0
1400 Fitzgerald Dr,Pinole,Contra Costa,CA,37.9876,-122.309847,1161458.0,411662.0
15555 E 14th St,San Leandro,Alameda,CA,37.699792,-122.12682,1651949.0,593117.0
2187 Shattuck Ave,Berkeley,Alameda,CA,37.86955,-122.26773,1651949.0,593117.0
19661 Hesperian Blvd,Hayward,Alameda,CA,37.666285,-122.120084,1651949.0,593117.0
1414 University Ave,Berkeley,Alameda,CA,37.869961,-122.283755,1651949.0,593117.0
2499 Whipple Rd,Hayward,Alameda,CA,37.607973,-122.063005,1651949.0,593117.0
39201 Fremont Blvd,Fremont,Alameda,CA,37.545146,-121.984401,1651949.0,593117.0
4500 Macdonald Ave,Richmond,Contra Costa,CA,37.931996,-122.328207,1161458.0,411662.0
