Address,City,County,State,Latitude,Longitude,Population_Total,Median_Income
2420 Laporte Ave,Valparaiso,Porter,IN,41.466956,-87.030416,174150.0,68049.0
2050 Lime Kiln Rd,Green Bay,Brown,WI,44.465351,-87.985999,269425.0,110248.0
14546 Dellwood Dr N,Baxter,Crow Wing,MN,46.362996,-94.241828,67113.0,28778.0
3316 7th Ave SE,Aberdeen,Brown,SD,45.457452,-98.440585,38079.0,16364.0
3630 South Street,Lafayette,Tippecanoe,IN,40.419482,-86.847233,187399.0,74415.0
1400 E Ireland Rd,South Bend,St. Joseph,IN,41.62764,-86.229348,272574.0,107005.0
5057 Harvey St,Muskegon,Muskegon,MI,43.160374,-86.208562,175378.0,67112.0
155 University Dr E,Granger,St. Joseph,IN,41.718127,-86.176825,272574.0,107005.0
3456 W Shore Dr,Holland,Ottawa,MI,42.831116,-86.092003,298614.0,110019.0
410 S Ashland Ave,Sturgeon Bay,Door,WI,44.823398,-87.403163,30279.0,14377.0
1902 Miller Trunk Hwy,Duluth,St. Louis,MN,46.808391,-92.16745,200056.0,86264.0
4202 13th Ave SW,Fargo,Cass,ND,46.860628,-96.852985,189286.0,81668.0
3301 Highway 10 E,Moorhead,Clay,MN,46.875702,-96.728311,65628.0,25939.0
1611 Blue Lakes Blvd N,Twin Falls,Twin Falls,ID,42.590837,-114.462897,92121.0,33912.0
2171 S 25th E,Idaho Falls,Bonneville,ID,43.478064,-111.9832,127056.0,43378.0
633 N Milwaukee St,Boise,Ada,ID,43.610581,-116.285758,508052.0,196700.0
6280 N Eagle Rd,Boise,Ada,ID,43.661723,-116.352417,508052.0,196700.0
16300 N Market Place Blvd,Nampa,Canyon,ID,43.610162,-116.589454,242405.0,82864.0
2550 Catron St,Bozeman,Gallatin,MT,45.710678,-111.070672,122194.0,50031.0
3303 N Montana Ave,Helena,Lewis and Clark,MT,46.621295,-112.019278,72580.0,30655.0
2601 Central Ave,Billings,Yellowstone,MT,45.770816,-108.582331,167340.0,69272.0
403 Main St,Billings,Yellowstone,MT,45.806033,-108.472736,167340.0,69272.0
315 W Canfield Ave,Coeur d'Alene,Kootenai,ID,47.734676,-116.791065,177736.0,69104.0
13724 E Sprague Ave,Spokane,Spokane,WA,47.656051,-117.219974,544323.0,215879.0
4915 S Regal St,Spokane,Spokane,WA,47.609597,-117.365315,544323.0,215879.0
9770 N Newport Hwy,Spokane,Spokane,WA,47.747573,-117.400259,544323.0,215879.0
2420 N Reserve St,Missoula,Missoula,MT,46.887645,-114.037236,119639.0,51642.0
2365 US Highway 93 N,Kalispell,Flathead,MT,48.235975,-114.326737,108445.0,43568.0
1106 N Columbia Center Blvd,Kennewick,Benton,WA,46.221915,-119.22201,210224.0,76696.0
2941 Queensgate Dr,Richland,Benton,WA,46.258391,-119.313294,210224.0,76696.0
1102 Springwater St,Wenatchee,Chelan,WA,47.438438,-120.327383,79518.0,30825.0
12 N Fair Ave,Yakima,Yakima,WA,46.606678,-120.490059,256605.0,86689.0
2000 10th Ave S,Great Falls,Cascade,MT,47.493381,-111.271312,84601.0,34909.0
755 NW Gilman Blvd,Issaquah,King,WA,47.542208,-122.050874,2262713.0,927817.0
17700 NE 76th St,Redmond,King,WA,47.672424,-122.104025,2262713.0,927817.0
9601 Market Pl,Lake Stevens,Snohomish,WA,47.998684,-122.101909,834648.0,311825.0
3938 Midway Rd,Goshen,Elkhart,IN,41.622052,-85.905035,206868.0,71760.0
1037 S Reed Rd,Kokomo,Howard,IN,40.474985,-86.109158,83610.0,35129.0
5350 W Main St,Kalamazoo,Kalamazoo,MI,42.29805,-85.654958,261437.0,106251.0
6839 S Westnedge Ave,Portage,Kalamazoo,MI,42.21853,-85.58801,261437.0,106251.0
3130 44th St SW,Grandville,Kent,MI,42.882214,-85.740767,658844.0,254860.0
5455 Clyde Park Ave SW,Wyoming,Kent,MI,42.865307,-85.68572,658844.0,254860.0
10401 N Michigan Rd,Carmel,Hamilton,IN,39.936085,-86.23232,357176.0,133171.0
10209 E US Highway 36,Avon,Hendricks,IN,39.760879,-86.341834,179379.0,65839.0
1600 E 151st Street,Carmel,Hamilton,IN,40.008541,-86.128331,357176.0,133171.0
1925 Marketplace Dr SE,Caledonia,Kent,MI,42.845957,-85.615412,658844.0,254860.0
3248 Alpine Ave NW,Walker,Kent,MI,43.021951,-85.687598,658844.0,254860.0
6925 W 38th St,Indianapolis,Marion,IN,39.821328,-86.280071,971822.0,396662.0
2673 E Main St,Plainfield,Hendricks,IN,39.716457,-86.355133,179379.0,65839.0
5120 28th St SE,Grand Rapids,Kent,MI,42.908317,-85.541157,658844.0,254860.0
5700 Beckley Rd,Battle Creek,Calhoun,MI,42.25982,-85.185489,133846.0,53431.0
1102 S Thomas Rd,Fort Wayne,Allen,IN,41.076805,-85.20336,388791.0,154183.0
3801 Coldwater Rd,Fort Wayne,Allen,IN,41.111279,-85.138157,388791.0,154183.0
6119 Stellhorn Rd,Fort Wayne,Allen,IN,41.122161,-85.06403,388791.0,154183.0
5609 W Saginaw Hwy,Lansing,Eaton,MI,42.738624,-84.628522,109000.0,45115.0
1300 E 86th St Ste 35,Indianapolis,Marion,IN,39.914909,-86.138697,971822.0,396662.0
11750 Commercial Dr,Fishers,Hamilton,IN,39.959298,-86.009396,357176.0,133171.0
500 E Edgewood Blvd,Lansing,Ingham,MI,42.66339,-84.54388,282015.0,116566.0
6101 N Keystone Ave,Indianapolis,Marion,IN,39.866403,-86.119702,971822.0,396662.0
1076 Jackson Xing,Jackson,Jackson,MI,42.267183,-84.425898,160187.0,62034.0
4890 Marsh Rd,Okemos,Ingham,MI,42.724329,-84.413321,282015.0,116566.0
3601 N Barr St,Muncie,Delaware,IN,40.221835,-85.380771,112109.0,46146.0
4097 E Blue Grass Rd,Mount Pleasant,Isabella,MI,43.576501,-84.765932,64475.0,24942.0
10202 E Washington St,Indianapolis,Marion,IN,39.777506,-85.986361,971822.0,396662.0
4850 E Southport Rd,Indianapolis,Marion,IN,39.667855,-86.085026,971822.0,396662.0
895 S State Rd 135,Greenwood,Johnson,IN,39.603069,-86.157634,163983.0,61513.0
3130 S Airport Rd W,Traverse City,Grand Traverse,MI,44.725352,-85.637768,95757.0,39596.0
2966 E 3rd St,Bloomington,Monroe,IN,39.162327,-86.49395,139822.0,58264.0
6820 Eastman Ave,Midland,Midland,MI,43.658323,-84.241662,83641.0,34608.0
8043 Challis Rd,Brighton,Livingston,MI,42.544916,-83.792129,195143.0,75722.0
2000 Waters Rd,Ann Arbor,Washtenaw,MI,42.244007,-83.769179,368394.0,149256.0
10025 E Highland Rd,Howell,Livingston,MI,42.635048,-83.757437,195143.0,75722.0
3255 Owen Rd,Fenton,Genesee,MI,42.78726,-83.736928,404087.0,166375.0
3749 Carpenter Rd,Ypsilanti,Washtenaw,MI,42.235442,-83.677315,368394.0,149256.0
2772 Tittabawassee Rd,Saginaw,Saginaw,MI,43.48278,-83.970839,189210.0,77586.0
G3515 Miller Rd,Flint,Genesee,MI,42.983646,-83.749455,404087.0,166375.0
1465 E Mall Dr,Holland,Lucas,OH,41.615312,-83.695221,428748.0,182146.0
1865 N National Rd,Columbus,Bartholomew,IN,39.219441,-85.885239,82881.0,32984.0
5225 Monroe St,Toledo,Lucas,OH,41.699627,-83.653767,428748.0,182146.0
27100 Wixom Rd,Novi,Oakland,MI,42.488356,-83.533662,1272294.0,528681.0
817 W Alexis Rd,Toledo,Lucas,OH,41.720484,-83.560917,428748.0,182146.0
47330 Michigan Ave,Canton,Wayne,MI,42.269635,-83.502964,1773767.0,693446.0
9666 Olde US 20,Rossford,Wood,OH,41.543181,-83.580605,131795.0,54156.0
43670 Ford Rd,Canton,Wayne,MI,42.323465,-83.471554,1773767.0,693446.0
495 Haggerty Hwy,Walled Lake,Oakland,MI,42.533916,-83.441273,1272294.0,528681.0
20100 Haggerty Rd,Livonia,Wayne,MI,42.434408,-83.431597,1773767.0,693446.0
1100 Hansel Dr,Florence,Boone,KY,39.019597,-84.633243,137676.0,50341.0
6150 Glenway Ave,Cincinnati,Hamilton,OH,39.144703,-84.619454,827878.0,352181.0
9040 Colerain Ave,Cincinnati,Hamilton,OH,39.23584,-84.589433,827878.0,352181.0
235 Calhoun St,Cincinnati,Hamilton,OH,39.128041,-84.51723,827878.0,352181.0
160 Pavilion Pkwy,Newport,Campbell,KY,39.088746,-84.477503,93193.0,39232.0
4825A Marburg Ave,Cincinnati,Hamilton,OH,39.162131,-84.426016,827878.0,352181.0
3369 Princeton Rd,Hamilton,Butler,OH,39.387484,-84.50417,389910.0,145232.0
900 E Kemper Rd,Springdale,Hamilton,OH,39.287984,-84.453876,827878.0,352181.0
9099 Plainfield Rd,Blue Ash,Hamilton,OH,39.224018,-84.395519,827878.0,352181.0
8680 Beechmont Ave,Cincinnati,Hamilton,OH,39.073405,-84.313929,827878.0,352181.0
7644 Voice of America Center Dr,West Chester,Butler,OH,39.35608,-84.361445,389910.0,145232.0
100 Rivers Edge,Milford,Clermont,OH,39.16256,-84.274256,209862.0,84334.0
9841 Waterstone Blvd,Cincinnati,Warren,OH,39.295565,-84.304805,246364.0,90288.0
400 Corwin Nixon Blvd,South Lebanon,Warren,OH,39.378464,-84.220507,246364.0,90288.0
2300 Miamisburg Centerville Rd,Dayton,Montgomery,OH,39.633188,-84.214062,535528.0,230149.0
4341 Feedwire Rd,Dayton,Greene,OH,39.659006,-84.104462,168531.0,67478.0
5700 Executive Blvd,Huber Heights,Montgomery,OH,39.871423,-84.133674,535528.0,230149.0
2490 N Fairfield Rd,Beavercreek,Greene,OH,39.76211,-84.051155,168531.0,67478.0
35401 Warren Rd,Westland,Wayne,MI,42.337321,-83.390466,1773767.0,693446.0
30020 Grand River Ave,Farmington Hills,Oakland,MI,42.452087,-83.343323,1272294.0,528681.0
29451 Plymouth Rd,Livonia,Wayne,MI,42.366765,-83.33477,1773767.0,693446.0
26650 Ford Rd,Dearborn Heights,Wayne,MI,42.328097,-83.302704,1773767.0,693446.0
2400 S Telegraph Rd,Bloomfield Hills,Oakland,MI,42.603898,-83.293397,1272294.0,528681.0
14099 Pardee Rd,Taylor,Wayne,MI,42.203291,-83.255143,1773767.0,693446.0
23555 Allen Rd,Woodhaven,Wayne,MI,42.137729,-83.224591,1773767.0,693446.0
3100 Fairlane Dr,Allen Park,Wayne,MI,42.285239,-83.206598,1773767.0,693446.0
15901 Ford Rd,Dearborn,Wayne,MI,42.32794,-83.199533,1773767.0,693446.0
650 Brown Rd,Auburn Hills,Oakland,MI,42.706427,-83.29106,1272294.0,528681.0
30333 Southfield Rd,Southfield,Oakland,MI,42.512896,-83.225026,1272294.0,528681.0
1301 Coolidge Hwy,Troy,Oakland,MI,42.544789,-83.189464,1272294.0,528681.0
32001 John R Rd,Madison Heights,Oakland,MI,42.528515,-83.108536,1272294.0,528681.0
28800 Dequindre Rd,Warren,Macomb,MI,42.503663,-83.083264,877624.0,356426.0
2887 S Rochester Rd,Rochester Hills,Oakland,MI,42.637931,-83.12942,1272294.0,528681.0
2310 Metropolitan Pkwy,Sterling Heights,Macomb,MI,42.561977,-83.085314,877624.0,356426.0
35700 Van Dyke Ave,Sterling Heights,Macomb,MI,42.556024,-83.026364,877624.0,356426.0
13221 Hall Rd,Shelby Township,Macomb,MI,42.628532,-82.996591,877624.0,356426.0
8200 26 Mile Rd,Shelby Township,Macomb,MI,42.711399,-83.033136,877624.0,356426.0
33860 S Gratiot Ave,Clinton Township,Macomb,MI,42.545455,-82.902945,877624.0,356426.0
20877 Hall Rd,Macomb,Macomb,MI,42.630581,-82.912577,877624.0,356426.0
4020 Milan Rd,Sandusky,Erie,OH,41.420935,-82.672811,74938.0,32122.0
10560 Sawmill Pky,Powell,Delaware,OH,40.143117,-83.094907,221160.0,80455.0
6000 Sawmill Rd,Dublin,Franklin,OH,40.090208,-83.089989,1321635.0,547922.0
4211 Trueman Blvd,Hilliard,Franklin,OH,40.038055,-83.123237,1321635.0,547922.0
51400 Gratiot Ave,Chesterfield,Macomb,MI,42.67708,-82.829093,877624.0,356426.0
1970 Hilliard Rome Rd,Hilliard,Franklin,OH,39.990764,-83.149457,1321635.0,547922.0
1485 Polaris Pkwy,Columbus,Delaware,OH,40.138804,-82.97916,221160.0,80455.0
55 Graceland Blvd,Columbus,Franklin,OH,40.065417,-83.020761,1321635.0,547922.0
1717 Olentangy River Rd,Columbus,Franklin,OH,39.993456,-83.026919,1321635.0,547922.0
2205 Walker Lake Rd,Mansfield,Richland,OH,40.786265,-82.594287,125138.0,50068.0
4199 Morse Xing,Columbus,Franklin,OH,40.05613,-82.920862,1321635.0,547922.0
4144 Buckeye Pkwy,Grove City,Franklin,OH,39.876607,-83.037458,1321635.0,547922.0
3955 E Broad St,Whitehall,Franklin,OH,39.971383,-82.89574,1321635.0,547922.0
8000 Oak Point Rd,Amherst,Lorain,OH,41.41366,-82.241791,314588.0,125856.0
8100 E Broad St,Reynoldsburg,Franklin,OH,39.988048,-82.785363,1321635.0,547922.0
2437 Taylor Park Dr,Reynoldsburg,Fairfield,OH,39.934578,-82.792794,161289.0,59979.0
240 Market Dr,Elyria,Lorain,OH,41.388517,-82.108453,314588.0,125856.0
35830 Detroit Rd,Avon,Lorain,OH,41.463296,-82.010043,314588.0,125856.0
270 Airport Pkwy,Heath,Licking,OH,40.032324,-82.451051,180311.0,68305.0
24646 Brookpark Rd,North Olmsted,Cuyahoga,OH,41.420371,-81.895378,1249418.0,554173.0
20900 Westgate Mall,Fairview Park,Cuyahoga,OH,41.458387,-81.850181,1249418.0,554173.0
1015 N Court St,Medina,Medina,OH,41.155123,-81.864833,183049.0,72500.0
18200 Royalton Rd,Strongsville,Cuyahoga,OH,41.316712,-81.828291,1249418.0,554173.0
1300 River Valley Blvd,Lancaster,Fairfield,OH,39.73069,-82.621404,161289.0,59979.0
3100 W 117th St,Cleveland,Cuyahoga,OH,41.46842,-81.771174,1249418.0,554173.0
4300 24th Ave,Fort Gratiot,St. Clair,MI,43.034255,-82.453353,160089.0,66618.0
6850 Ridge Rd,Parma,Cuyahoga,OH,41.377624,-81.73558,1249418.0,554173.0
3535 Steelyard Dr,Cleveland,Cuyahoga,OH,41.458019,-81.689439,1249418.0,554173.0
1183 Williams Reserve Blvd,Wadsworth,Medina,OH,41.040621,-81.690793,183049.0,72500.0
2801 W Market St,Fairlawn,Summit,OH,41.127561,-81.604817,538087.0,229503.0
14070 Cedar Rd,University Heights,Cuyahoga,OH,41.500477,-81.533377,1249418.0,554173.0
8282 Golden Link Blvd,Northfield,Summit,OH,41.311787,-81.525952,538087.0,229503.0
449 Howe Ave,Cuyahoga Falls,Summit,OH,41.12039,-81.476927,538087.0,229503.0
762 Arlington Rdg,Akron,Summit,OH,40.983634,-81.49522,538087.0,229503.0
1285 Som Center Rd,Mayfield Heights,Cuyahoga,OH,41.525092,-81.435551,1249418.0,554173.0
36195 Euclid Ave,Willoughby,Lake,OH,41.628859,-81.429326,232101.0,100319.0
1980 Lincoln Way E,Massillon,Stark,OH,40.800811,-81.49699,373764.0,155366.0
4200 Kent Rd,Stow,Summit,OH,41.15571,-81.410207,538087.0,229503.0
18855 N Market Place Dr,Aurora,Geauga,OH,41.357756,-81.386676,95479.0,35587.0
5584 Dressler Rd NW,North Canton,Stark,OH,40.861642,-81.430975,373764.0,155366.0
1144 State Route 303,Streetsboro,Portage,OH,41.237455,-81.352747,161421.0,64560.0
9669 Mentor Ave,Mentor,Lake,OH,41.686438,-81.293072,232101.0,100319.0
2070 Thundering Herd Rd,Barboursville,Cabell,WV,38.420497,-82.285095,93300.0,39138.0
30 Rhl Blvd,South Charleston,Kanawha,WV,38.338227,-81.714517,178198.0,76806.0
300 Cabela Dr,Triadelphia,Ohio,WV,40.056346,-80.599357,41904.0,18132.0
2800 Meadowbrook Mall,Bridgeport,Harrison,WV,39.311828,-80.27442,65407.0,26020.0
5555 Youngstown Warren Rd,Niles,Trumbull,OH,41.216528,-80.752596,201367.0,86135.0
417 Boardman Poland Rd,Boardman,Mahoning,OH,41.021135,-80.645763,227063.0,98190.0
4737 Valley View Blvd NW,Roanoke,Roanoke City,VA,37.299674,-79.958603,98677.0,43429.0
155 Holt Garrison Pkwy,Danville,Danville City,VA,36.599244,-79.418579,42239.0,18632.0
4037 Durham Chapel Hill Blvd,Durham,Durham,NC,35.966462,-78.959448,329405.0,138502.0
8210 Renaissance Pkwy,Durham,Durham,NC,35.903257,-78.956402,329405.0,138502.0
5001 University Towne Center Dr,Morgantown,Monongalia,WV,39.649432,-80.000996,106520.0,44361.0
335 Washington Rd,Washington,Washington,PA,40.188115,-80.226996,209778.0,87665.0
120 Matthew Dr,Uniontown,Fayette,PA,39.907944,-79.757993,126967.0,54962.0
600 Chauvet Dr,Pittsburgh,Allegheny,PA,40.445763,-80.183284,1240476.0,546507.0
201 S Hills Vlg,Pittsburgh,Allegheny,PA,40.344245,-80.057074,1240476.0,546507.0
1717 Lebanon Church Rd,West Mifflin,Allegheny,PA,40.348613,-79.953199,1240476.0,546507.0
87 Wagner Rd,Monaca,Beaver,PA,40.680831,-80.312081,166993.0,71975.0
288 Mt Nebo Pointe Dr,Pittsburgh,Allegheny,PA,40.535463,-80.067772,1240476.0,546507.0
360 Waterfront Dr E,Homestead,Allegheny,PA,40.410763,-79.910806,1240476.0,546507.0
4801 McKnight Rd Ste 3,Pittsburgh,Allegheny,PA,40.526686,-80.007524,1240476.0,546507.0
6231 PENN AVE,PITTSBURGH,Allegheny,PA,40.460865,-79.922276,1240476.0,546507.0
9805 McKnight Rd,Pittsburgh,Allegheny,PA,40.585505,-80.0411,1240476.0,546507.0
8931 Route 30,North Huntingdon,Westmoreland,PA,40.320843,-79.688342,353345.0,154385.0
1717 Route 228,Cranberry Twp,Butler,PA,40.688076,-80.084992,195870.0,80245.0
4004 Monroeville Blvd,Monroeville,Allegheny,PA,40.434376,-79.772037,1240476.0,546507.0
6206 State Rte 30,Greensburg,Westmoreland,PA,40.303526,-79.596178,353345.0,154385.0
2661 Freeport Rd,Pittsburgh,Allegheny,PA,40.537955,-79.837073,1240476.0,546507.0
550 Grandview Crossing Dr,Gibsonia,Allegheny,PA,40.642337,-79.941313,1240476.0,546507.0
200 Butler Commons,Butler,Butler,PA,40.874961,-79.941553,195870.0,80245.0
7129 O'Kelly Chapel Road,Cary,Wake,NC,35.844771,-78.885305,1151009.0,445636.0
1201 Beaver Creek Commons Dr,Apex,Wake,NC,35.744923,-78.877201,1151009.0,445636.0
8651 Brier Creek Pkwy,Raleigh,Wake,NC,35.902854,-78.785834,1151009.0,445636.0
3001 Market Center Dr,Morrisville,Wake,NC,35.805402,-78.816133,1151009.0,445636.0
4841 Grove Barton Rd,Raleigh,Wake,NC,35.870472,-78.719468,1151009.0,445636.0
2021 Walnut St,Cary,Wake,NC,35.758061,-78.738405,1151009.0,445636.0
2512 Hillsborough St,Raleigh,Wake,NC,35.788206,-78.668787,1151009.0,445636.0
4191 The Circle at North Hills St,Raleigh,Wake,NC,35.836291,-78.642612,1151009.0,445636.0
4510 Garth Rd,Baytown,Harris,TX,29.771681,-94.976375,4758579.0,1728103.0
6128 Broadway St,Galveston,Galveston,TX,29.290682,-94.8403,354721.0,138666.0
255 Marina Bay Dr,Clear Lake Shores,Galveston,TX,29.539103,-95.022659,354721.0,138666.0
1801 Gulf Fwy,Dickinson,Galveston,TX,29.465769,-95.085194,354721.0,138666.0
5757 Fairmont Pkwy,Pasadena,Harris,TX,29.65225,-95.152497,4758579.0,1728103.0
1801 W Bay Area Blvd,Webster,Harris,TX,29.53649,-95.151593,4758579.0,1728103.0
8503 S Sam Houston Pkwy E,Houston,Harris,TX,29.60213,-95.26457,4758579.0,1728103.0
6801 FM 1960 Rd W,Houston,Harris,TX,29.968063,-95.531155,4758579.0,1728103.0
21515 Tomball Pkwy,Houston,Harris,TX,30.000192,-95.58411,4758579.0,1728103.0
2580 Shearn St,Houston,Harris,TX,29.774663,-95.384816,4758579.0,1728103.0
13250 Northwest Fwy,Houston,Harris,TX,29.849244,-95.502707,4758579.0,1728103.0
12701 FM 1960 Rd W,Houston,Harris,TX,29.919296,-95.604957,4758579.0,1728103.0
4323 San Felipe St,Houston,Harris,TX,29.745243,-95.453373,4758579.0,1728103.0
8500 Main St,Houston,Harris,TX,29.692869,-95.418438,4758579.0,1728103.0
25901 Highway 290,Cypress,Harris,TX,29.969864,-95.696189,4758579.0,1728103.0
984 Gessner Rd,Houston,Harris,TX,29.782473,-95.542267,4758579.0,1728103.0
6955 Highway 6 N,Houston,Harris,TX,29.877608,-95.646855,4758579.0,1728103.0
300 Meyerland Plaza Mall,Houston,Harris,TX,29.686678,-95.462488,4758579.0,1728103.0
8605 Westheimer Rd,Houston,Harris,TX,29.735151,-95.517449,4758579.0,1728103.0
10801 Westheimer Rd,Houston,Harris,TX,29.735533,-95.568335,4758579.0,1728103.0
3045 Silverlake Village St,Pearland,Brazoria,TX,29.553337,-95.384025,381650.0,131184.0
2700 Eldridge Pkwy,Houston,Harris,TX,29.733015,-95.626743,4758579.0,1728103.0
19955 Katy Fwy,Houston,Harris,TX,29.782355,-95.716756,4758579.0,1728103.0
6000 Highway 6,Missouri City,Fort Bend,TX,29.565628,-95.567324,859721.0,281259.0
16300 Southwest Fwy,Sugar Land,Fort Bend,TX,29.596464,-95.627224,859721.0,281259.0
23710 Westheimer Pkwy,Katy,Fort Bend,TX,29.735751,-95.775786,859721.0,281259.0
10241 W Grand Pkwy S,Richmond,Fort Bend,TX,29.658214,-95.71077,859721.0,281259.0
23912 Commercial Dr,Rosenberg,Fort Bend,TX,29.547754,-95.751454,859721.0,281259.0
202 Highway 332 W,Lake Jackson,Brazoria,TX,29.050208,-95.464699,381650.0,131184.0
3550 S General Bruce Dr,Temple,Bell,TX,31.0926,-97.3855,379811.0,138557.0
201 E Central Texas Expy,Harker Heights,Bell,TX,31.073937,-97.66253,379811.0,138557.0
18700 Limestone Commercial Dr,Pflugerville,Travis,TX,30.467371,-97.598124,1307625.0,561491.0
1021 W University Ste B3,Georgetown,Williamson,TX,30.631512,-97.698122,643889.0,241754.0
121 Louis Henna Blvd,Round Rock,Travis,TX,30.4791,-97.6694,1307625.0,561491.0
7608 NE Zac Lentz Pkwy,Victoria,Victoria,TX,28.865442,-96.999353,91281.0,34142.0
5621 N I H 35,Austin,Travis,TX,30.316057,-97.70676,1307625.0,561491.0
8601 Research Blvd,Austin,Travis,TX,30.362314,-97.715779,1307625.0,561491.0
60 Longview Dr,Bangor,Penobscot,ME,44.842191,-68.74156,153571.0,64769.0
3401 Raleigh Road Pkwy W,Wilson,Wilson,NC,35.740634,-77.965368,78648.0,32860.0
12000 Retail Dr,Wake Forest,Wake,NC,35.97435,-78.541429,1151009.0,445636.0
7900 Old Wake Forest Rd,Raleigh,Wake,NC,35.865849,-78.567983,1151009.0,445636.0
1000 Shoppes at Midway Dr,Knightdale,Wake,NC,35.79819,-78.509218,1151009.0,445636.0
3410 Dr Martin Luther King Jr Blvd,New Bern,Craven,NC,35.101464,-77.09676,101074.0,41472.0
6700 Peach St,Erie,Erie,PA,42.055523,-80.094522,269544.0,110106.0
5622 Amanda Ln,Orchard Park,Erie,NY,42.792084,-78.783726,950044.0,408711.0
4920 Transit Rd,Depew,Erie,NY,42.879326,-78.698331,950044.0,408711.0
1750 Walden Ave,Cheektowaga,Erie,NY,42.910928,-78.772622,950044.0,408711.0
2626 Delaware Ave,Buffalo,Erie,NY,42.955802,-78.873757,950044.0,408711.0
8290 Transit Rd,Williamsville,Erie,NY,42.994664,-78.698502,950044.0,408711.0
1575 Niagara Falls Blvd,Amherst,Erie,NY,42.998587,-78.818665,950044.0,408711.0
4300 Veterans Memorial Dr,Batavia,Genesee,NY,43.015991,-78.201993,57943.0,24769.0
7414 Niagara Falls Blvd,Niagara Falls,Niagara,NY,43.089764,-78.979833,211341.0,91493.0
1040 Timber Dr E,Garner,Wake,NC,35.687567,-78.579221,1151009.0,445636.0
2700 Timber Dr,Garner,Wake,NC,35.715937,-78.638227,1151009.0,445636.0
1204 Sunburst Dr,Goldsboro,Wayne,NC,35.379623,-77.939423,117606.0,46888.0
3250 US Hwy 41 W,Marquette,Marquette,MI,46.551176,-87.460326,66430.0,27887.0
1001 13th St S,Virginia,St. Louis,MN,47.510808,-92.549759,200056.0,86264.0
2140 S Pokegama Ave,Grand Rapids,Itasca,MN,47.209549,-93.527193,45141.0,18510.0
2100 Paul Bunyan Dr NW,Bemidji,Beltrami,MN,47.493679,-94.910564,46421.0,17908.0
3601 32nd Ave S,Grand Forks,Grand Forks,ND,47.887188,-97.079468,72764.0,31045.0
600 Kirkwood Mall,Bismarck,Burleigh,ND,46.799078,-100.783506,98986.0,40361.0
2400 10th St SW,Minot,Ward,ND,48.207108,-101.313391,69232.0,28290.0
1395D Western Blvd,Jacksonville,Onslow,NC,34.785885,-77.404038,208537.0,72516.0
2725 N Main St,Roswell,Chaves,NM,33.427761,-104.521793,64446.0,23605.0
3909 E 42nd St,Odessa,Ector,TX,31.89194,-102.34782,163206.0,62422.0
7302 University Ave,Lubbock,Lubbock,TX,33.528009,-101.872299,314633.0,124045.0
4001 N Midland Dr,Midland,Midland,TX,32.023796,-102.145453,171496.0,67057.0
3710 Ridgemont Dr,Abilene,Taylor,TX,32.405417,-99.767259,144259.0,54390.0
4235 Sunset Dr,San Angelo,Tom Green,TX,31.431875,-100.501245,119398.0,46094.0
1101 C-Bar Ranch Trl Lot #2,Cedar Park,Williamson,TX,30.528318,-97.813337,643889.0,241754.0
10900 Lakeline Mall Dr,Austin,Williamson,TX,30.476154,-97.796425,643889.0,241754.0
10107 Research Blvd,Austin,Travis,TX,30.392679,-97.744668,1307625.0,561491.0
11220 FM 2222,Austin,Travis,TX,30.402109,-97.850225,1307625.0,561491.0
3702 Ranch Rd 620 S,Bee Cave,Travis,TX,30.316956,-97.954375,1307625.0,561491.0
2021 Guadalupe St,Austin,Travis,TX,30.283605,-97.741641,1307625.0,561491.0
2300 W Ben White Blvd,Austin,Travis,TX,30.233362,-97.792106,1307625.0,561491.0
5300 S Mo Pac Expy,Austin,Travis,TX,30.2337,-97.8285,1307625.0,561491.0
21500 NE Halsey St,Fairview,Multnomah,OR,45.532785,-122.442144,803863.0,347392.0
16200 SE Mill Plain Blvd,Vancouver,Clark,WA,45.616707,-122.505134,510516.0,193387.0
9401 NE Cascades Pkwy,Portland,Multnomah,OR,45.57659,-122.564823,803863.0,347392.0
9800 SE Washington St,Portland,Multnomah,OR,45.516017,-122.562351,803863.0,347392.0
7809C NE Vancouver Plaza Dr,Vancouver,Clark,WA,45.650676,-122.591779,510516.0,193387.0
9400 192nd Ave E,Bonney Lake,Pierce,WA,47.172074,-122.171692,924106.0,346708.0
9000 SE Sunnyside Rd,Clackamas,Clackamas,OR,45.431404,-122.57081,422308.0,162762.0
8801 NE Hazel Dell Ave,Vancouver,Clark,WA,45.686388,-122.667686,510516.0,193387.0
10302 156Th St E,Puyallup,Pierce,WA,47.113456,-122.292214,924106.0,346708.0
1555 N Tomahawk Island Dr,Portland,Multnomah,OR,45.612967,-122.682361,803863.0,347392.0
939 SW Morrison,Portland,Multnomah,OR,45.520151,-122.681848,803863.0,347392.0
3310 S Meridian,Puyallup,Pierce,WA,47.159345,-122.295164,924106.0,346708.0
26301 104th Ave SE,Kent,King,WA,47.366609,-122.202974,2262713.0,927817.0
9009 SW Hall Blvd,Tigard,Washington,OR,45.454165,-122.779459,600266.0,232366.0
2201 S Commons,Federal Way,King,WA,47.313592,-122.305539,2262713.0,927817.0
10775 SW Beaverton Hillsdale Hwy,Beaverton,Washington,OR,45.487853,-122.788207,600266.0,232366.0
25925 SW Heather Pl,Wilsonville,Washington,OR,45.333101,-122.766997,600266.0,232366.0
